,time,Np,Gp,Kp,Dp,S_indep,I1_indep,I2_indep
0,0.0,0.0,0.0,0.0,0.0,1,0,0
1,15.0,35.76659235945536,9.354432702592387,31.09543518237041,0.7159230602795622,1,0,0
2,30.0,14.406940090256262,9.331623306019036,47.382178327981684,6.447473427651977,1,0,0
3,45.0,8.976245072163588,5.4445158500971225,47.95352507182466,9.284657869940766,1,0,0
4,60.0,8.812020220512757,4.3134630995627345,47.88179722711679,9.311339397967354,1,0,0
5,75.0,9.113305270369953,4.164552676180988,47.77795334233218,8.93048994157495,1,0,0
6,90.0,9.339866368956256,4.22571743890422,47.716987570675755,8.683873710241013,1,0,0
7,105.0,9.447296179998247,4.287645710480202,47.69157462636757,8.576013350166294,1,0,0
8,120.0,9.485252707393618,4.3196756812531225,47.68371898814983,8.540033853191993,1,0,0
